,O*NET-SOC Code,Title,Example,Hot Technology,In Demand
24591,29-2072.00,Medical Records Specialists,Voice dictation software,N,N
24592,29-2072.00,Medical Records Specialists,Web browser software,N,N
24593,29-2072.00,Medical Records Specialists,Welford Chart Notes,N,N
24594,29-2072.00,Medical Records Specialists,Word processing software,N,N
24595,29-2081.00,"Opticians, Dispensing",Compulink Eyecare Advantage,N,N
24596,29-2081.00,"Opticians, Dispensing",Cygnet Infotech Optifocus,N,N
24597,29-2081.00,"Opticians, Dispensing",Database software,N,N
24598,29-2081.00,"Opticians, Dispensing",Diversified Ophthalmics Practice Maximus,N,N
24599,29-2081.00,"Opticians, Dispensing",EMRlogic Systems ENTERPRISE Visions,N,N
24600,29-2081.00,"Opticians, Dispensing",EZ-Zone Optizone Enterprise,N,N
24601,29-2081.00,"Opticians, Dispensing",First Insight MaximEyes,N,N
24602,29-2081.00,"Opticians, Dispensing",HealthLine Systems Eyecom,N,N
24603,29-2081.00,"Opticians, Dispensing",Insight Software My Vision Express,N,N
24604,29-2081.00,"Opticians, Dispensing",Intuit QuickBooks,Y,N
24605,29-2081.00,"Opticians, Dispensing",Inventory management systems,N,N
24606,29-2081.00,"Opticians, Dispensing",Microsoft Excel,Y,N
24607,29-2081.00,"Opticians, Dispensing",Microsoft Office software,Y,N
24608,29-2081.00,"Opticians, Dispensing",Microsoft Word,Y,N
24609,29-2081.00,"Opticians, Dispensing",OfficeMate Software Solutions OfficeMate,N,N
24610,29-2081.00,"Opticians, Dispensing",Point of sale POS software,N,N
24611,29-2081.00,"Opticians, Dispensing",Specialist Data Solutions OctoPlus,N,N
24612,29-2081.00,"Opticians, Dispensing",Word processing software,N,N
24613,29-2091.00,Orthotists and Prosthetists,Alibre Design,N,N
24614,29-2091.00,Orthotists and Prosthetists,American Orthotic and Prosthetic Association CodingPro,N,N
24615,29-2091.00,Orthotists and Prosthetists,Artsco OrthoPro Complete,N,N
24616,29-2091.00,Orthotists and Prosthetists,Autodesk AutoCAD,Y,N
24617,29-2091.00,Orthotists and Prosthetists,Computer aided manufacturing CAM software,N,N
24618,29-2091.00,Orthotists and Prosthetists,Computer graphics software,N,N
24619,29-2091.00,Orthotists and Prosthetists,Email software,N,N
24620,29-2091.00,Orthotists and Prosthetists,Futura International O.P.S.,N,N
24621,29-2091.00,Orthotists and Prosthetists,Gait analysis software,N,N
24622,29-2091.00,Orthotists and Prosthetists,Gez Bowman THE O&P HUB,N,N
24623,29-2091.00,Orthotists and Prosthetists,Healthcare common procedure coding system HCPCS,N,N
24624,29-2091.00,Orthotists and Prosthetists,Infinity CAD Systems AutoSculpt,N,N
24625,29-2091.00,Orthotists and Prosthetists,Intuit QuickBooks,Y,N
24626,29-2091.00,Orthotists and Prosthetists,MedePresence,N,N
24627,29-2091.00,Orthotists and Prosthetists,MedEvolve eCeno,N,N
24628,29-2091.00,Orthotists and Prosthetists,Microsoft Access,Y,N
24629,29-2091.00,Orthotists and Prosthetists,Microsoft Excel,Y,N
24630,29-2091.00,Orthotists and Prosthetists,Microsoft Outlook,Y,N
24631,29-2091.00,Orthotists and Prosthetists,Microsoft PowerPoint,Y,N
24632,29-2091.00,Orthotists and Prosthetists,Microsoft Word,Y,N
24633,29-2091.00,Orthotists and Prosthetists,Ohio Willow Wood OMEGA Tracer System,N,N
24634,29-2091.00,Orthotists and Prosthetists,OPIE Practice Management Suite,N,N
24635,29-2091.00,Orthotists and Prosthetists,Patient management software,N,N
24636,29-2091.00,Orthotists and Prosthetists,Polhemus FastSCAN,N,N
24637,29-2091.00,Orthotists and Prosthetists,Seattle Systems Shapemaker,N,N
24638,29-2091.00,Orthotists and Prosthetists,Vorum Research Corporation CANFIT-PLUS,N,N
24639,29-2091.00,Orthotists and Prosthetists,Web browser software,N,N
24640,29-2092.00,Hearing Aid Specialists,HIMSA Noah,N,N
24641,29-2092.00,Hearing Aid Specialists,Microsoft Excel,Y,N
24642,29-2092.00,Hearing Aid Specialists,Microsoft Office software,Y,Y
24643,29-2092.00,Hearing Aid Specialists,Microsoft Outlook,Y,N
24644,29-2092.00,Hearing Aid Specialists,Microsoft PowerPoint,Y,N
24645,29-2092.00,Hearing Aid Specialists,Microsoft Word,Y,N
24646,29-2092.00,Hearing Aid Specialists,Otometrics OTOsuite,N,N
24647,29-2099.01,Neurodiagnostic Technologists,BESA EEGFocus,N,N
24648,29-2099.01,Neurodiagnostic Technologists,Cadwell Laboratories Easy,N,N
24649,29-2099.01,Neurodiagnostic Technologists,Database software,N,N
24650,29-2099.01,Neurodiagnostic Technologists,EEG Portaview,N,N
24651,29-2099.01,Neurodiagnostic Technologists,FileMaker Pro,N,N
24652,29-2099.01,Neurodiagnostic Technologists,JavaScript,Y,N
24653,29-2099.01,Neurodiagnostic Technologists,MEDITECH software,Y,N
24654,29-2099.01,Neurodiagnostic Technologists,Microsoft Excel,Y,N
24655,29-2099.01,Neurodiagnostic Technologists,Microsoft Office software,Y,N
24656,29-2099.01,Neurodiagnostic Technologists,Microsoft PowerPoint,Y,N
24657,29-2099.01,Neurodiagnostic Technologists,Microsoft Windows,Y,N
24658,29-2099.01,Neurodiagnostic Technologists,Microsoft Word,Y,N
24659,29-2099.01,Neurodiagnostic Technologists,Natus NeuroWorks,N,N
24660,29-2099.01,Neurodiagnostic Technologists,Neurofax SpikeDetector,N,N
24661,29-2099.01,Neurodiagnostic Technologists,Neurotronics Polysmith,N,N
24662,29-2099.01,Neurodiagnostic Technologists,R,Y,Y
24663,29-2099.01,Neurodiagnostic Technologists,Scheduling software,N,N
24664,29-2099.01,Neurodiagnostic Technologists,Sleep analysis software,N,N
24665,29-2099.01,Neurodiagnostic Technologists,Web browser software,N,N
24666,29-2099.01,Neurodiagnostic Technologists,Word processing software,N,N
24667,29-2099.05,Ophthalmic Medical Technologists,AcuityPro,N,N
24668,29-2099.05,Ophthalmic Medical Technologists,Autodesk AutoCAD,Y,N
24669,29-2099.05,Ophthalmic Medical Technologists,Computer aided design and drafting CADD software,N,N
24670,29-2099.05,Ophthalmic Medical Technologists,Email software,N,N
24671,29-2099.05,Ophthalmic Medical Technologists,EyeMD EMR Healthcare Systems EyeMD EMR,N,N
24672,29-2099.05,Ophthalmic Medical Technologists,ezChartWriter,N,N
24673,29-2099.05,Ophthalmic Medical Technologists,Hypertext preprocessor PHP,N,N
24674,29-2099.05,Ophthalmic Medical Technologists,iChartPlus,N,N
24675,29-2099.05,Ophthalmic Medical Technologists,JavaScript,Y,N
24676,29-2099.05,Ophthalmic Medical Technologists,Medflow Complete,N,N
24677,29-2099.05,Ophthalmic Medical Technologists,MediPro Medisoft Clinical,N,N
24678,29-2099.05,Ophthalmic Medical Technologists,Microsoft Excel,Y,N
24679,29-2099.05,Ophthalmic Medical Technologists,Microsoft Office software,Y,N
24680,29-2099.05,Ophthalmic Medical Technologists,Microsoft Outlook,Y,N
24681,29-2099.05,Ophthalmic Medical Technologists,Microsoft Word,Y,N
24682,29-2099.05,Ophthalmic Medical Technologists,NaviNet Open,N,N
24683,29-2099.05,Ophthalmic Medical Technologists,SAP software,Y,N
24684,29-2099.05,Ophthalmic Medical Technologists,Web browser software,N,N
24685,29-2099.05,Ophthalmic Medical Technologists,Word processing software,N,N
24686,29-2099.08,Patient Representatives,"Admissions, discharge, and transfer ADT software",N,N
24687,29-2099.08,Patient Representatives,CareOne CareEnsure,N,N
24688,29-2099.08,Patient Representatives,Complaint management software,N,N
24689,29-2099.08,Patient Representatives,Corel WordPerfect Office Suite,N,N
24690,29-2099.08,Patient Representatives,Customer Expressions i-Sight,N,N
24691,29-2099.08,Patient Representatives,Data entry software,N,N
24692,29-2099.08,Patient Representatives,Database software,N,N
24693,29-2099.08,Patient Representatives,eClinicalWorks EHR software,Y,N
24694,29-2099.08,Patient Representatives,Electronic medical record EMR software,N,N
24695,29-2099.08,Patient Representatives,Epic EpicCare Inpatient Clinical System,N,N
24696,29-2099.08,Patient Representatives,Epic Systems,Y,Y
24697,29-2099.08,Patient Representatives,Epic Systems software,N,N
24698,29-2099.08,Patient Representatives,FaceTime,N,N
24699,29-2099.08,Patient Representatives,Google Docs,Y,N
24700,29-2099.08,Patient Representatives,Healthcare common procedure coding system HCPCS,N,N
24701,29-2099.08,Patient Representatives,Henry Schein Dentrix,Y,N
24702,29-2099.08,Patient Representatives,IBM Notes,N,N
24703,29-2099.08,Patient Representatives,Manhattan Cross Cultural Group Quality Interactions,N,N
24704,29-2099.08,Patient Representatives,Medical condition coding software,N,N
24705,29-2099.08,Patient Representatives,Medical procedure coding software,N,N
24706,29-2099.08,Patient Representatives,MEDITECH software,Y,N
24707,29-2099.08,Patient Representatives,Microsoft Access,Y,N
24708,29-2099.08,Patient Representatives,Microsoft Dynamics,N,N
24709,29-2099.08,Patient Representatives,Microsoft Excel,Y,Y
24710,29-2099.08,Patient Representatives,Microsoft Exchange,N,N
24711,29-2099.08,Patient Representatives,Microsoft Office software,Y,Y
24712,29-2099.08,Patient Representatives,Microsoft Outlook,Y,Y
24713,29-2099.08,Patient Representatives,Microsoft PowerPoint,Y,N
24714,29-2099.08,Patient Representatives,Microsoft Windows,Y,N
24715,29-2099.08,Patient Representatives,Microsoft Word,Y,N
24716,29-2099.08,Patient Representatives,Patient satisfaction assessment software,N,N
24717,29-2099.08,Patient Representatives,Pemimic Patient Relations Suite,N,N
24718,29-2099.08,Patient Representatives,Peminic Patient Safety & Quality Suite,N,N
24719,29-2099.08,Patient Representatives,PracticeWorks Systems Kodak WINOMS CS,N,N
24720,29-2099.08,Patient Representatives,Prognosis Solutions ResolvPRM,N,N
24721,29-2099.08,Patient Representatives,rL Solutions Feedback MonitorPro,N,N
24722,29-2099.08,Patient Representatives,Scheduling software,N,N
24723,29-2099.08,Patient Representatives,Spreadsheet software,N,N
24724,29-2099.08,Patient Representatives,Web browser software,N,N
24725,29-2099.08,Patient Representatives,Word processing software,N,N
24726,29-9021.00,Health Information Technologists and Medical Registrars,3M Encoder,N,N
24727,29-9021.00,Health Information Technologists and Medical Registrars,Allscripts EHR,N,N
24728,29-9021.00,Health Information Technologists and Medical Registrars,Amazing Charts,N,N
24729,29-9021.00,Health Information Technologists and Medical Registrars,American Medical Association CodeManager,N,N
24730,29-9021.00,Health Information Technologists and Medical Registrars,Azalea Health Azalea EHR,N,N
24731,29-9021.00,Health Information Technologists and Medical Registrars,Billing software,N,N
24732,29-9021.00,Health Information Technologists and Medical Registrars,Coding database software,N,N
24733,29-9021.00,Health Information Technologists and Medical Registrars,ComChart EMR,N,N
24734,29-9021.00,Health Information Technologists and Medical Registrars,Computerized indexing systems,N,N
24735,29-9021.00,Health Information Technologists and Medical Registrars,Corel WordPerfect Office Suite,N,N
24736,29-9021.00,Health Information Technologists and Medical Registrars,Cyber Records MediChart Express,N,N
24737,29-9021.00,Health Information Technologists and Medical Registrars,Digital Imaging Communications in Medicine DICOM medical imaging software,N,N
24738,29-9021.00,Health Information Technologists and Medical Registrars,DRG grouping software,N,N
24739,29-9021.00,Health Information Technologists and Medical Registrars,e-MDs topsChart,N,N
24740,29-9021.00,Health Information Technologists and Medical Registrars,eClinicalWorks EHR software,Y,N
24741,29-9021.00,Health Information Technologists and Medical Registrars,EHS CareRevolution,N,N
24742,29-9021.00,Health Information Technologists and Medical Registrars,Eko,N,N
24743,29-9021.00,Health Information Technologists and Medical Registrars,Electronic medical record EMR software,N,N
24744,29-9021.00,Health Information Technologists and Medical Registrars,Electronic medical record EMR systems,N,N
24745,29-9021.00,Health Information Technologists and Medical Registrars,Elekta METRIQ,N,N
24746,29-9021.00,Health Information Technologists and Medical Registrars,Email software,N,N
24747,29-9021.00,Health Information Technologists and Medical Registrars,eMDs Practice Partner,N,N
24748,29-9021.00,Health Information Technologists and Medical Registrars,Encoded archival system EAD,N,N
24749,29-9021.00,Health Information Technologists and Medical Registrars,Encoder software,N,N
24750,29-9021.00,Health Information Technologists and Medical Registrars,EndoSoft,N,N
24751,29-9021.00,Health Information Technologists and Medical Registrars,Entity Management Software,N,N
24752,29-9021.00,Health Information Technologists and Medical Registrars,Epic Systems,Y,Y
24753,29-9021.00,Health Information Technologists and Medical Registrars,Fox Meadows Accent Data Manager,N,N
24754,29-9021.00,Health Information Technologists and Medical Registrars,Fox Meadows ChartingPlus,N,N
24755,29-9021.00,Health Information Technologists and Medical Registrars,Fox Meadows EncounterManager,N,N
24756,29-9021.00,Health Information Technologists and Medical Registrars,GE Healthcare Logician,N,N
24757,29-9021.00,Health Information Technologists and Medical Registrars,Graphics software,N,N
24758,29-9021.00,Health Information Technologists and Medical Registrars,Greenway Medical Technologies PrimeChart,N,N
24759,29-9021.00,Health Information Technologists and Medical Registrars,Health Care Data HealthProbe,N,N
24760,29-9021.00,Health Information Technologists and Medical Registrars,Healthcare common procedure coding system HCPCS,N,N
24761,29-9021.00,Health Information Technologists and Medical Registrars,Henry Schein Dentrix,Y,N
24762,29-9021.00,Health Information Technologists and Medical Registrars,HMS,N,N
24763,29-9021.00,Health Information Technologists and Medical Registrars,Holt Systems eMedRec,N,N
24764,29-9021.00,Health Information Technologists and Medical Registrars,Hyland Software OnBase,N,N
24765,29-9021.00,Health Information Technologists and Medical Registrars,IBM Cognos Impromptu,N,N
24766,29-9021.00,Health Information Technologists and Medical Registrars,IBM InfoSphere DataStage,N,N
24767,29-9021.00,Health Information Technologists and Medical Registrars,IBM Lotus 1-2-3,N,N
24768,29-9021.00,Health Information Technologists and Medical Registrars,IBM SPSS Statistics,Y,N
24769,29-9021.00,Health Information Technologists and Medical Registrars,IDX Systems IDXtend,N,N
24770,29-9021.00,Health Information Technologists and Medical Registrars,IDX Systems Patient Chart Tracking,N,N
24771,29-9021.00,Health Information Technologists and Medical Registrars,Information Resource Products Clinical Coding Expert,N,N
24772,29-9021.00,Health Information Technologists and Medical Registrars,Laserfiche software,N,N
24773,29-9021.00,Health Information Technologists and Medical Registrars,LeonardoMD Renaissance,N,N
24774,29-9021.00,Health Information Technologists and Medical Registrars,MD Synergy Medical Appointment Scheduling,N,N
24775,29-9021.00,Health Information Technologists and Medical Registrars,Mediasoft mediOFFICE,N,N
24776,29-9021.00,Health Information Technologists and Medical Registrars,Medical condition coding software,N,N
24777,29-9021.00,Health Information Technologists and Medical Registrars,Medical procedure coding software,N,N
24778,29-9021.00,Health Information Technologists and Medical Registrars,MedicWare EMR,N,N
24779,29-9021.00,Health Information Technologists and Medical Registrars,MEDITECH software,Y,N
24780,29-9021.00,Health Information Technologists and Medical Registrars,MedStar Systems DrWorks,N,N
24781,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Access,Y,N
24782,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Dynamics,N,N
24783,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Excel,Y,Y
24784,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Exchange,N,N
24785,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Office software,Y,Y
24786,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Outlook,Y,Y
24787,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft PowerPoint,Y,N
24788,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Project,Y,N
24789,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft SQL Server,Y,N
24790,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft SQL Server Reporting Services SSRS,Y,N
24791,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Visio,Y,N
24792,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Visual Basic,Y,N
24793,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Visual Basic Scripting Edition VBScript,N,N
24794,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Windows,Y,N
24795,29-9021.00,Health Information Technologists and Medical Registrars,Microsoft Word,Y,N
24796,29-9021.00,Health Information Technologists and Medical Registrars,MicroStrategy,N,N
24797,29-9021.00,Health Information Technologists and Medical Registrars,Minitab,N,N
24798,29-9021.00,Health Information Technologists and Medical Registrars,NCG Medical Systems d-Chart,N,N
24799,29-9021.00,Health Information Technologists and Medical Registrars,NDCMedisoft,N,N
24800,29-9021.00,Health Information Technologists and Medical Registrars,NextGen Healthcare Information Systems EMR,N,N
24801,29-9021.00,Health Information Technologists and Medical Registrars,PCC EHR,N,N
24802,29-9021.00,Health Information Technologists and Medical Registrars,PCC Pediatric Partner,N,N
24803,29-9021.00,Health Information Technologists and Medical Registrars,PowerMed,N,N
24804,29-9021.00,Health Information Technologists and Medical Registrars,Practice Partner Patient Records,N,N
24805,29-9021.00,Health Information Technologists and Medical Registrars,Presentation software,N,N
24806,29-9021.00,Health Information Technologists and Medical Registrars,Purkinje Dossier,N,N
24807,29-9021.00,Health Information Technologists and Medical Registrars,Qlik Tech QlikView,N,N
24808,29-9021.00,Health Information Technologists and Medical Registrars,QMSoftware Receivables Management,N,N
24809,29-9021.00,Health Information Technologists and Medical Registrars,Quest Erwin Data Modeler,N,N
24810,29-9021.00,Health Information Technologists and Medical Registrars,R,Y,N
24811,29-9021.00,Health Information Technologists and Medical Registrars,SAP Business Objects,N,N
24812,29-9021.00,Health Information Technologists and Medical Registrars,SAP Crystal Reports,N,N
24813,29-9021.00,Health Information Technologists and Medical Registrars,SAS,Y,N
24814,29-9021.00,Health Information Technologists and Medical Registrars,ScanSoft Naturally Speaking,N,N
24815,29-9021.00,Health Information Technologists and Medical Registrars,Scantron imaging software,N,N
24816,29-9021.00,Health Information Technologists and Medical Registrars,Scheduling software,N,N
24817,29-9021.00,Health Information Technologists and Medical Registrars,Siemens Soarian Financials,N,N
24818,29-9021.00,Health Information Technologists and Medical Registrars,Siemens Soarian Scheduling,N,N
24819,29-9021.00,Health Information Technologists and Medical Registrars,SOAPware EMR,N,N
24820,29-9021.00,Health Information Technologists and Medical Registrars,SoftMed ChartLocater,N,N
24821,29-9021.00,Health Information Technologists and Medical Registrars,SoftMed ChartRelease,N,N
24822,29-9021.00,Health Information Technologists and Medical Registrars,SoftMed ChartReserve,N,N
24823,29-9021.00,Health Information Technologists and Medical Registrars,Speech recognition software,N,N
24824,29-9021.00,Health Information Technologists and Medical Registrars,STAT! Systems QD Clinical,N,N
24825,29-9021.00,Health Information Technologists and Medical Registrars,StataCorp Stata,N,N
24826,29-9021.00,Health Information Technologists and Medical Registrars,Structured query language SQL,Y,N
24827,29-9021.00,Health Information Technologists and Medical Registrars,SynaMed EMR,N,N
24828,29-9021.00,Health Information Technologists and Medical Registrars,Tableau,Y,N
24829,29-9021.00,Health Information Technologists and Medical Registrars,Teradata Database,Y,N
24830,29-9021.00,Health Information Technologists and Medical Registrars,VantageMed ChartKeeper,N,N
24831,29-9021.00,Health Information Technologists and Medical Registrars,Virtual private networking VPN software,N,N
24832,29-9021.00,Health Information Technologists and Medical Registrars,Visionary Medical Systems Visionary OFFICE PM,N,N
24833,29-9021.00,Health Information Technologists and Medical Registrars,Voice dictation software,N,N
24834,29-9021.00,Health Information Technologists and Medical Registrars,Web browser software,N,N
24835,29-9021.00,Health Information Technologists and Medical Registrars,Welford Chart Notes,N,N
24836,29-9021.00,Health Information Technologists and Medical Registrars,Word processing software,N,N
24837,29-9091.00,Athletic Trainers,BioEx Systems Exercise Pro,N,N
24838,29-9091.00,Athletic Trainers,Database software,N,N
24839,29-9091.00,Athletic Trainers,Digital Coach AthleticTrainer,N,N
24840,29-9091.00,Athletic Trainers,Email software,N,N
24841,29-9091.00,Athletic Trainers,ImPACT Applications ImPACT,N,N
24842,29-9091.00,Athletic Trainers,Injury tracking software,N,N
24843,29-9091.00,Athletic Trainers,Keffer Development Services Athletic Trainer System ATS,N,N
24844,29-9091.00,Athletic Trainers,Microsoft Excel,Y,N
24845,29-9091.00,Athletic Trainers,Microsoft Office software,Y,Y
24846,29-9091.00,Athletic Trainers,Microsoft Outlook,Y,N
24847,29-9091.00,Athletic Trainers,Microsoft PowerPoint,Y,N
24848,29-9091.00,Athletic Trainers,Microsoft Word,Y,N
24849,29-9091.00,Athletic Trainers,Premier Software Simtrak Mobility,N,N
24850,29-9091.00,Athletic Trainers,Scheduling software,N,N
24851,29-9091.00,Athletic Trainers,Spreadsheet software,N,N
24852,29-9091.00,Athletic Trainers,Web browser software,N,N
24853,29-9091.00,Athletic Trainers,Word processing software,N,N
24854,29-9092.00,Genetic Counselors,Benetech PRA,N,N
24855,29-9092.00,Genetic Counselors,BRCAPRO,N,N
24856,29-9092.00,Genetic Counselors,Breast Cancer Risk Assessment Tool,N,N
24857,29-9092.00,Genetic Counselors,CancerGene,N,N
24858,29-9092.00,Genetic Counselors,CyrillicSoftware Cyrillic,N,N
24859,29-9092.00,Genetic Counselors,Database software,N,N
24860,29-9092.00,Genetic Counselors,FileMaker Pro,N,N
24861,29-9092.00,Genetic Counselors,Ftree,N,N
24862,29-9092.00,Genetic Counselors,Jurek Software Pedigree-Draw,N,N
24863,29-9092.00,Genetic Counselors,Medgen PED,N,N
24864,29-9092.00,Genetic Counselors,Microsoft Access,Y,N
24865,29-9092.00,Genetic Counselors,Microsoft Excel,Y,Y
24866,29-9092.00,Genetic Counselors,Microsoft Office software,Y,Y
24867,29-9092.00,Genetic Counselors,Microsoft Outlook,Y,Y
24868,29-9092.00,Genetic Counselors,Microsoft PowerPoint,Y,Y
24869,29-9092.00,Genetic Counselors,Microsoft Word,Y,Y
24870,29-9092.00,Genetic Counselors,PedHunter,N,N
24871,29-9092.00,Genetic Counselors,PediDraw,N,N
24872,29-9092.00,Genetic Counselors,Pedigree drawing and management software,N,N
24873,29-9092.00,Genetic Counselors,Progeny Software Progeny Clinical,N,N
24874,29-9092.00,Genetic Counselors,Prognosis Innovation Healthcare ChartAccess,N,N
24875,29-9092.00,Genetic Counselors,SynDiag,N,N
24876,29-9092.00,Genetic Counselors,Wageningen MapChart,N,N
24877,29-9092.00,Genetic Counselors,Web browser software,N,N
24878,29-9092.00,Genetic Counselors,Word processing software,N,N
24879,29-9093.00,Surgical Assistants,Electronic medical record EMR software,N,N
24880,29-9093.00,Surgical Assistants,MEDITECH software,Y,N
24881,29-9093.00,Surgical Assistants,Microsoft Excel,Y,N
24882,29-9093.00,Surgical Assistants,Microsoft Office software,Y,N
24883,29-9093.00,Surgical Assistants,Microsoft PowerPoint,Y,N
24884,29-9093.00,Surgical Assistants,Nursing documentation software,N,N
24885,29-9093.00,Surgical Assistants,Patient scheduling software,N,N
24886,29-9093.00,Surgical Assistants,Patient tracking software,N,N
24887,29-9093.00,Surgical Assistants,Supply documentation software,N,N
24888,29-9093.00,Surgical Assistants,Surgery workflow communication software,N,N
24889,29-9093.00,Surgical Assistants,Word processing software,N,N
24890,29-9099.01,Midwives,AS/400 Database,N,N
24891,29-9099.01,Midwives,Email software,N,N
24892,29-9099.01,Midwives,Enterprise resource planning ERP software,N,N
24893,29-9099.01,Midwives,Epic Systems,Y,Y
24894,29-9099.01,Midwives,Extensible markup language XML,Y,N
24895,29-9099.01,Midwives,MEDITECH software,Y,N
24896,29-9099.01,Midwives,Microsoft Excel,Y,N
24897,29-9099.01,Midwives,Microsoft Office software,Y,N
24898,29-9099.01,Midwives,Microsoft PowerPoint,Y,N
24899,29-9099.01,Midwives,Microsoft Word,Y,N
24900,29-9099.01,Midwives,Patient electronic medical record EMR software,N,N
24901,29-9099.01,Midwives,Private Practice,N,N
24902,29-9099.01,Midwives,Web browser software,N,N
24903,31-1121.00,Home Health Aides,AIGHD OASIS,N,N
24904,31-1121.00,Home Health Aides,Enterprise resource planning ERP software,N,N
24905,31-1121.00,Home Health Aides,FaceTime,N,N
24906,31-1121.00,Home Health Aides,Linux,Y,N
24907,31-1121.00,Home Health Aides,Mi-Co software,N,N
24908,31-1121.00,Home Health Aides,Microsoft Access,Y,N
24909,31-1121.00,Home Health Aides,Microsoft Excel,Y,N
24910,31-1121.00,Home Health Aides,Microsoft Exchange,N,N
24911,31-1121.00,Home Health Aides,Microsoft Office software,Y,N
24912,31-1121.00,Home Health Aides,Microsoft Outlook,Y,N
24913,31-1121.00,Home Health Aides,Microsoft PowerPoint,Y,N
24914,31-1121.00,Home Health Aides,Microsoft SharePoint,Y,N
24915,31-1121.00,Home Health Aides,Microsoft Windows,Y,N
24916,31-1121.00,Home Health Aides,Microsoft Word,Y,N
24917,31-1121.00,Home Health Aides,Oracle Database,Y,N
24918,31-1121.00,Home Health Aides,Python,Y,N
24919,31-1121.00,Home Health Aides,Salesforce software,Y,N
24920,31-1121.00,Home Health Aides,SAP software,Y,N
24921,31-1121.00,Home Health Aides,UNIX,Y,N
24922,31-1121.00,Home Health Aides,Web browser software,N,N
24923,31-1121.00,Home Health Aides,Word processing software,N,N
24924,31-1122.00,Personal Care Aides,Appletree,N,N
24925,31-1122.00,Personal Care Aides,August Systems Visit Wizard,N,N
24926,31-1122.00,Personal Care Aides,Computer reading software,N,N
24927,31-1122.00,Personal Care Aides,Email software,N,N
24928,31-1122.00,Personal Care Aides,FaceTime,N,N
24929,31-1122.00,Personal Care Aides,MEDITECH software,Y,N
24930,31-1122.00,Personal Care Aides,Mi-Co Mi-Forms,N,N
24931,31-1122.00,Personal Care Aides,Spreadsheet software,N,N
24932,31-1122.00,Personal Care Aides,Voltage SecureMail,N,N
24933,31-1122.00,Personal Care Aides,Word processing software,N,N
24934,31-1131.00,Nursing Assistants,Apache Spark,Y,N
24935,31-1131.00,Nursing Assistants,Billing software,N,N
24936,31-1131.00,Nursing Assistants,Epic Systems,Y,N
24937,31-1131.00,Nursing Assistants,FaceTime,N,N
24938,31-1131.00,Nursing Assistants,GE Healthcare Centricity EMR,N,N
24939,31-1131.00,Nursing Assistants,Health information database software,N,N
24940,31-1131.00,Nursing Assistants,Medical condition coding software,N,N
24941,31-1131.00,Nursing Assistants,Medical procedure coding software,N,N
24942,31-1131.00,Nursing Assistants,Medical record charting software,N,N
24943,31-1131.00,Nursing Assistants,MEDITECH software,Y,N
24944,31-1131.00,Nursing Assistants,Microsoft Excel,Y,N
24945,31-1131.00,Nursing Assistants,Microsoft Office software,Y,N
24946,31-1131.00,Nursing Assistants,Microsoft Outlook,Y,N
24947,31-1131.00,Nursing Assistants,Microsoft Word,Y,N
24948,31-1131.00,Nursing Assistants,PointClickCare healthcare software,N,N
24949,31-1131.00,Nursing Assistants,Telemetry software,N,N
24950,31-1131.00,Nursing Assistants,Web browser software,N,N
24951,31-1131.00,Nursing Assistants,YouTube,N,N
24952,31-1132.00,Orderlies,Electronic medical record EMR software,N,N
24953,31-1132.00,Orderlies,GE Healthcare Centricity EMR,N,N
24954,31-1132.00,Orderlies,Medical record charting software,N,N
24955,31-1132.00,Orderlies,Microsoft Excel,Y,N
24956,31-1132.00,Orderlies,Microsoft Office software,Y,N
24957,31-1132.00,Orderlies,Microsoft Outlook,Y,N
24958,31-1132.00,Orderlies,Microsoft Windows,Y,N
24959,31-1133.00,Psychiatric Aides,Email software,N,N
24960,31-1133.00,Psychiatric Aides,Microsoft Excel,Y,N
24961,31-1133.00,Psychiatric Aides,Microsoft Office software,Y,N
24962,31-1133.00,Psychiatric Aides,Microsoft Outlook,Y,N
24963,31-1133.00,Psychiatric Aides,Microsoft PowerPoint,Y,N
24964,31-1133.00,Psychiatric Aides,Microsoft Windows,Y,N
24965,31-1133.00,Psychiatric Aides,Microsoft Word,Y,N
24966,31-1133.00,Psychiatric Aides,Patient management software,N,N
24967,31-2011.00,Occupational Therapy Assistants,Accounting software,N,N
24968,31-2011.00,Occupational Therapy Assistants,Billing software,N,N
24969,31-2011.00,Occupational Therapy Assistants,Bookkeeping software,N,N
24970,31-2011.00,Occupational Therapy Assistants,BrainTrain Captain's Log,N,N
24971,31-2011.00,Occupational Therapy Assistants,BrainTrain IVA+Plus,N,N
