,O*NET-SOC Code,Title,Element Name,Data Value
56258,53-2022.00,Airfield Operations Specialists,Mathematics,3.08
56248,53-2022.00,Airfield Operations Specialists,Computers and Electronics,3.29
56234,53-2022.00,Airfield Operations Specialists,Administrative,3.36
56290,53-2022.00,Airfield Operations Specialists,Law and Government,3.37
56232,53-2022.00,Airfield Operations Specialists,Administration and Management,3.59
56292,53-2022.00,Airfield Operations Specialists,Telecommunications,3.65
56276,53-2022.00,Airfield Operations Specialists,Education and Training,3.74
56240,53-2022.00,Airfield Operations Specialists,Customer and Personal Service,4.03
56278,53-2022.00,Airfield Operations Specialists,English Language,4.18
56296,53-2022.00,Airfield Operations Specialists,Transportation,4.25
56288,53-2022.00,Airfield Operations Specialists,Public Safety and Security,4.45
56330,53-2031.00,Flight Attendants,Biology,1.32
56320,53-2031.00,Flight Attendants,Building and Construction,1.41
56348,53-2031.00,Flight Attendants,Fine Arts,1.43
56328,53-2031.00,Flight Attendants,Chemistry,1.54
56350,53-2031.00,Flight Attendants,History and Archeology,1.58
56322,53-2031.00,Flight Attendants,Mechanical,1.82
56326,53-2031.00,Flight Attendants,Physics,1.88
56310,53-2031.00,Flight Attendants,Production and Processing,1.89
56318,53-2031.00,Flight Attendants,Design,1.93
56352,53-2031.00,Flight Attendants,Philosophy and Theology,1.98
56302,53-2031.00,Flight Attendants,Economics and Accounting,2.02
56324,53-2031.00,Flight Attendants,Mathematics,2.06
56316,53-2031.00,Flight Attendants,Engineering and Technology,2.11
56312,53-2031.00,Flight Attendants,Food Production,2.18
56358,53-2031.00,Flight Attendants,Telecommunications,2.24
56300,53-2031.00,Flight Attendants,Administrative,2.25
56334,53-2031.00,Flight Attendants,Sociology and Anthropology,2.68
56304,53-2031.00,Flight Attendants,Sales and Marketing,2.76
56338,53-2031.00,Flight Attendants,Medicine and Dentistry,2.82
56360,53-2031.00,Flight Attendants,Communications and Media,2.85
56340,53-2031.00,Flight Attendants,Therapy and Counseling,2.88
56342,53-2031.00,Flight Attendants,Education and Training,2.88
56298,53-2031.00,Flight Attendants,Administration and Management,2.89
56356,53-2031.00,Flight Attendants,Law and Government,2.9
56346,53-2031.00,Flight Attendants,Foreign Language,2.96
56308,53-2031.00,Flight Attendants,Personnel and Human Resources,3.04
56314,53-2031.00,Flight Attendants,Computers and Electronics,3.2
56336,53-2031.00,Flight Attendants,Geography,3.3
56332,53-2031.00,Flight Attendants,Psychology,3.34
56362,53-2031.00,Flight Attendants,Transportation,3.49
56344,53-2031.00,Flight Attendants,English Language,4.45
56354,53-2031.00,Flight Attendants,Public Safety and Security,4.48
56306,53-2031.00,Flight Attendants,Customer and Personal Service,4.51
56414,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Fine Arts,1.25
56386,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Building and Construction,1.3
56384,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Design,1.38
56416,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",History and Archeology,1.42
56378,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Food Production,1.5
56400,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Sociology and Anthropology,1.59
56392,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Physics,1.62
56418,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Philosophy and Theology,1.62
56370,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Sales and Marketing,1.68
56376,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Production and Processing,1.81
56382,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Engineering and Technology,1.83
56368,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Economics and Accounting,1.88
56394,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Chemistry,1.92
56396,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Biology,2.11
56406,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Therapy and Counseling,2.23
56374,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Personnel and Human Resources,2.33
56402,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Geography,2.38
56412,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Foreign Language,2.38
56388,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Mechanical,2.42
56390,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Mathematics,2.51
56380,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Computers and Electronics,2.59
56398,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Psychology,2.59
56426,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Communications and Media,2.65
56366,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Administrative,2.89
56424,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Telecommunications,2.96
56404,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Medicine and Dentistry,3.08
56408,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Education and Training,3.24
56428,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Transportation,3.25
56422,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Law and Government,3.29
56364,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Administration and Management,3.35
56420,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Public Safety and Security,3.72
56410,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",English Language,3.87
56372,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Customer and Personal Service,3.95
56460,53-3031.00,Driver/Sales Workers,Chemistry,1.03
56462,53-3031.00,Driver/Sales Workers,Biology,1.03
56470,53-3031.00,Driver/Sales Workers,Medicine and Dentistry,1.03
56480,53-3031.00,Driver/Sales Workers,Fine Arts,1.03
56482,53-3031.00,Driver/Sales Workers,History and Archeology,1.03
56484,53-3031.00,Driver/Sales Workers,Philosophy and Theology,1.03
56466,53-3031.00,Driver/Sales Workers,Sociology and Anthropology,1.2
56472,53-3031.00,Driver/Sales Workers,Therapy and Counseling,1.2
56450,53-3031.00,Driver/Sales Workers,Design,1.28
56452,53-3031.00,Driver/Sales Workers,Building and Construction,1.28
56458,53-3031.00,Driver/Sales Workers,Physics,1.33
56478,53-3031.00,Driver/Sales Workers,Foreign Language,1.4
56464,53-3031.00,Driver/Sales Workers,Psychology,1.49
56490,53-3031.00,Driver/Sales Workers,Telecommunications,1.77
56492,53-3031.00,Driver/Sales Workers,Communications and Media,1.78
56448,53-3031.00,Driver/Sales Workers,Engineering and Technology,1.88
56474,53-3031.00,Driver/Sales Workers,Education and Training,1.96
56468,53-3031.00,Driver/Sales Workers,Geography,1.97
56454,53-3031.00,Driver/Sales Workers,Mechanical,1.99
56432,53-3031.00,Driver/Sales Workers,Administrative,2.11
56440,53-3031.00,Driver/Sales Workers,Personnel and Human Resources,2.13
56434,53-3031.00,Driver/Sales Workers,Economics and Accounting,2.15
56488,53-3031.00,Driver/Sales Workers,Law and Government,2.33
56446,53-3031.00,Driver/Sales Workers,Computers and Electronics,2.49
56442,53-3031.00,Driver/Sales Workers,Production and Processing,2.9
56456,53-3031.00,Driver/Sales Workers,Mathematics,2.91
56436,53-3031.00,Driver/Sales Workers,Sales and Marketing,2.95
56430,53-3031.00,Driver/Sales Workers,Administration and Management,3.03
56486,53-3031.00,Driver/Sales Workers,Public Safety and Security,3.21
56494,53-3031.00,Driver/Sales Workers,Transportation,3.46
56476,53-3031.00,Driver/Sales Workers,English Language,3.49
56444,53-3031.00,Driver/Sales Workers,Food Production,3.65
56438,53-3031.00,Driver/Sales Workers,Customer and Personal Service,4.15
56546,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Fine Arts,1.12
56548,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,History and Archeology,1.25
56532,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Sociology and Anthropology,1.32
56528,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Biology,1.33
56538,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Therapy and Counseling,1.36
56550,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Philosophy and Theology,1.44
56536,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Medicine and Dentistry,1.45
56510,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Food Production,1.47
56544,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Foreign Language,1.48
56526,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Chemistry,1.52
56516,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Design,1.55
56530,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Psychology,1.56
56502,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Sales and Marketing,1.77
56514,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Engineering and Technology,1.8
56518,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Building and Construction,1.81
56500,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Economics and Accounting,1.9
56558,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Communications and Media,1.92
56524,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Physics,1.95
56508,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Production and Processing,2.07
56506,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Personnel and Human Resources,2.15
56498,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Administrative,2.28
56512,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Computers and Electronics,2.41
56534,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Geography,2.54
56522,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Mathematics,2.66
56496,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Administration and Management,2.74
56540,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Education and Training,2.76
56556,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Telecommunications,2.77
56520,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Mechanical,2.82
56554,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Law and Government,3.05
56542,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,English Language,3.56
56504,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Customer and Personal Service,3.69
56552,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Public Safety and Security,3.87
56560,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Transportation,4.02
56616,53-3033.00,Light Truck Drivers,Philosophy and Theology,1.07
56612,53-3033.00,Light Truck Drivers,Fine Arts,1.1
56614,53-3033.00,Light Truck Drivers,History and Archeology,1.11
56604,53-3033.00,Light Truck Drivers,Therapy and Counseling,1.33
56594,53-3033.00,Light Truck Drivers,Biology,1.39
56582,53-3033.00,Light Truck Drivers,Design,1.44
56602,53-3033.00,Light Truck Drivers,Medicine and Dentistry,1.44
56580,53-3033.00,Light Truck Drivers,Engineering and Technology,1.51
56598,53-3033.00,Light Truck Drivers,Sociology and Anthropology,1.53
56596,53-3033.00,Light Truck Drivers,Psychology,1.59
56566,53-3033.00,Light Truck Drivers,Economics and Accounting,1.61
56576,53-3033.00,Light Truck Drivers,Food Production,1.62
56572,53-3033.00,Light Truck Drivers,Personnel and Human Resources,1.67
56584,53-3033.00,Light Truck Drivers,Building and Construction,1.71
56592,53-3033.00,Light Truck Drivers,Chemistry,1.78
56590,53-3033.00,Light Truck Drivers,Physics,1.95
56624,53-3033.00,Light Truck Drivers,Communications and Media,1.97
56600,53-3033.00,Light Truck Drivers,Geography,2.06
56578,53-3033.00,Light Truck Drivers,Computers and Electronics,2.1
56568,53-3033.00,Light Truck Drivers,Sales and Marketing,2.11
56620,53-3033.00,Light Truck Drivers,Law and Government,2.17
56610,53-3033.00,Light Truck Drivers,Foreign Language,2.18
56622,53-3033.00,Light Truck Drivers,Telecommunications,2.34
56606,53-3033.00,Light Truck Drivers,Education and Training,2.35
56574,53-3033.00,Light Truck Drivers,Production and Processing,2.36
56588,53-3033.00,Light Truck Drivers,Mathematics,2.39
56562,53-3033.00,Light Truck Drivers,Administration and Management,2.43
56586,53-3033.00,Light Truck Drivers,Mechanical,2.48
56564,53-3033.00,Light Truck Drivers,Administrative,2.63
56618,53-3033.00,Light Truck Drivers,Public Safety and Security,2.86
56570,53-3033.00,Light Truck Drivers,Customer and Personal Service,3.38
56626,53-3033.00,Light Truck Drivers,Transportation,3.41
56608,53-3033.00,Light Truck Drivers,English Language,3.8
56642,53-3051.00,"Bus Drivers, School",Food Production,1.0
56650,53-3051.00,"Bus Drivers, School",Building and Construction,1.0
56678,53-3051.00,"Bus Drivers, School",Fine Arts,1.0
56648,53-3051.00,"Bus Drivers, School",Design,1.08
56660,53-3051.00,"Bus Drivers, School",Biology,1.15
56632,53-3051.00,"Bus Drivers, School",Economics and Accounting,1.19
56646,53-3051.00,"Bus Drivers, School",Engineering and Technology,1.21
56634,53-3051.00,"Bus Drivers, School",Sales and Marketing,1.34
56658,53-3051.00,"Bus Drivers, School",Chemistry,1.34
56680,53-3051.00,"Bus Drivers, School",History and Archeology,1.34
56656,53-3051.00,"Bus Drivers, School",Physics,1.37
56640,53-3051.00,"Bus Drivers, School",Production and Processing,1.41
56676,53-3051.00,"Bus Drivers, School",Foreign Language,1.48
56630,53-3051.00,"Bus Drivers, School",Administrative,1.58
56682,53-3051.00,"Bus Drivers, School",Philosophy and Theology,1.67
56670,53-3051.00,"Bus Drivers, School",Therapy and Counseling,1.92
56644,53-3051.00,"Bus Drivers, School",Computers and Electronics,1.98
56668,53-3051.00,"Bus Drivers, School",Medicine and Dentistry,2.04
56654,53-3051.00,"Bus Drivers, School",Mathematics,2.09
56688,53-3051.00,"Bus Drivers, School",Telecommunications,2.14
56664,53-3051.00,"Bus Drivers, School",Sociology and Anthropology,2.15
56690,53-3051.00,"Bus Drivers, School",Communications and Media,2.29
56628,53-3051.00,"Bus Drivers, School",Administration and Management,2.49
56672,53-3051.00,"Bus Drivers, School",Education and Training,2.49
56662,53-3051.00,"Bus Drivers, School",Psychology,2.65
56638,53-3051.00,"Bus Drivers, School",Personnel and Human Resources,2.67
56666,53-3051.00,"Bus Drivers, School",Geography,3.01
56686,53-3051.00,"Bus Drivers, School",Law and Government,3.14
56652,53-3051.00,"Bus Drivers, School",Mechanical,3.22
56674,53-3051.00,"Bus Drivers, School",English Language,3.68
56636,53-3051.00,"Bus Drivers, School",Customer and Personal Service,3.94
56684,53-3051.00,"Bus Drivers, School",Public Safety and Security,3.97
56692,53-3051.00,"Bus Drivers, School",Transportation,4.55
56726,53-3052.00,"Bus Drivers, Transit and Intercity",Biology,1.15
56744,53-3052.00,"Bus Drivers, Transit and Intercity",Fine Arts,1.2
56708,53-3052.00,"Bus Drivers, Transit and Intercity",Food Production,1.21
56746,53-3052.00,"Bus Drivers, Transit and Intercity",History and Archeology,1.41
56724,53-3052.00,"Bus Drivers, Transit and Intercity",Chemistry,1.45
56716,53-3052.00,"Bus Drivers, Transit and Intercity",Building and Construction,1.49
56748,53-3052.00,"Bus Drivers, Transit and Intercity",Philosophy and Theology,1.51
56722,53-3052.00,"Bus Drivers, Transit and Intercity",Physics,1.58
56730,53-3052.00,"Bus Drivers, Transit and Intercity",Sociology and Anthropology,1.59
56734,53-3052.00,"Bus Drivers, Transit and Intercity",Medicine and Dentistry,1.59
56736,53-3052.00,"Bus Drivers, Transit and Intercity",Therapy and Counseling,1.63
56706,53-3052.00,"Bus Drivers, Transit and Intercity",Production and Processing,1.65
56714,53-3052.00,"Bus Drivers, Transit and Intercity",Design,1.68
56742,53-3052.00,"Bus Drivers, Transit and Intercity",Foreign Language,1.9
56698,53-3052.00,"Bus Drivers, Transit and Intercity",Economics and Accounting,1.92
56712,53-3052.00,"Bus Drivers, Transit and Intercity",Engineering and Technology,1.93
56704,53-3052.00,"Bus Drivers, Transit and Intercity",Personnel and Human Resources,2.07
56700,53-3052.00,"Bus Drivers, Transit and Intercity",Sales and Marketing,2.21
56756,53-3052.00,"Bus Drivers, Transit and Intercity",Communications and Media,2.23
56732,53-3052.00,"Bus Drivers, Transit and Intercity",Geography,2.31
56718,53-3052.00,"Bus Drivers, Transit and Intercity",Mechanical,2.36
56720,53-3052.00,"Bus Drivers, Transit and Intercity",Mathematics,2.38
56728,53-3052.00,"Bus Drivers, Transit and Intercity",Psychology,2.38
56696,53-3052.00,"Bus Drivers, Transit and Intercity",Administrative,2.4
56738,53-3052.00,"Bus Drivers, Transit and Intercity",Education and Training,2.5
56710,53-3052.00,"Bus Drivers, Transit and Intercity",Computers and Electronics,2.69
56754,53-3052.00,"Bus Drivers, Transit and Intercity",Telecommunications,2.8
56694,53-3052.00,"Bus Drivers, Transit and Intercity",Administration and Management,2.83
56752,53-3052.00,"Bus Drivers, Transit and Intercity",Law and Government,3.06
56740,53-3052.00,"Bus Drivers, Transit and Intercity",English Language,3.41
56750,53-3052.00,"Bus Drivers, Transit and Intercity",Public Safety and Security,4.03
56702,53-3052.00,"Bus Drivers, Transit and Intercity",Customer and Personal Service,4.35
56758,53-3052.00,"Bus Drivers, Transit and Intercity",Transportation,4.51
56774,53-3053.00,Shuttle Drivers and Chauffeurs,Food Production,1.76
56810,53-3053.00,Shuttle Drivers and Chauffeurs,Fine Arts,1.95
56812,53-3053.00,Shuttle Drivers and Chauffeurs,History and Archeology,1.95
56792,53-3053.00,Shuttle Drivers and Chauffeurs,Biology,1.98
56800,53-3053.00,Shuttle Drivers and Chauffeurs,Medicine and Dentistry,2.16
56814,53-3053.00,Shuttle Drivers and Chauffeurs,Philosophy and Theology,2.2
56790,53-3053.00,Shuttle Drivers and Chauffeurs,Chemistry,2.22
56796,53-3053.00,Shuttle Drivers and Chauffeurs,Sociology and Anthropology,2.31
56788,53-3053.00,Shuttle Drivers and Chauffeurs,Physics,2.33
56778,53-3053.00,Shuttle Drivers and Chauffeurs,Engineering and Technology,2.37
56798,53-3053.00,Shuttle Drivers and Chauffeurs,Geography,2.37
56802,53-3053.00,Shuttle Drivers and Chauffeurs,Therapy and Counseling,2.38
56782,53-3053.00,Shuttle Drivers and Chauffeurs,Building and Construction,2.49
56780,53-3053.00,Shuttle Drivers and Chauffeurs,Design,2.51
56808,53-3053.00,Shuttle Drivers and Chauffeurs,Foreign Language,2.56
56820,53-3053.00,Shuttle Drivers and Chauffeurs,Telecommunications,2.61
56776,53-3053.00,Shuttle Drivers and Chauffeurs,Computers and Electronics,2.62
56784,53-3053.00,Shuttle Drivers and Chauffeurs,Mechanical,2.94
56766,53-3053.00,Shuttle Drivers and Chauffeurs,Sales and Marketing,3.01
56786,53-3053.00,Shuttle Drivers and Chauffeurs,Mathematics,3.11
56822,53-3053.00,Shuttle Drivers and Chauffeurs,Communications and Media,3.15
56764,53-3053.00,Shuttle Drivers and Chauffeurs,Economics and Accounting,3.2
56794,53-3053.00,Shuttle Drivers and Chauffeurs,Psychology,3.49
56818,53-3053.00,Shuttle Drivers and Chauffeurs,Law and Government,3.52
56772,53-3053.00,Shuttle Drivers and Chauffeurs,Production and Processing,3.57
56804,53-3053.00,Shuttle Drivers and Chauffeurs,Education and Training,3.6
56760,53-3053.00,Shuttle Drivers and Chauffeurs,Administration and Management,3.71
56762,53-3053.00,Shuttle Drivers and Chauffeurs,Administrative,3.72
56770,53-3053.00,Shuttle Drivers and Chauffeurs,Personnel and Human Resources,3.84
56806,53-3053.00,Shuttle Drivers and Chauffeurs,English Language,3.91
56816,53-3053.00,Shuttle Drivers and Chauffeurs,Public Safety and Security,4.44
56824,53-3053.00,Shuttle Drivers and Chauffeurs,Transportation,4.53
56768,53-3053.00,Shuttle Drivers and Chauffeurs,Customer and Personal Service,4.63
56876,53-4011.00,Locomotive Engineers,Fine Arts,1.05
56840,53-4011.00,Locomotive Engineers,Food Production,1.1
56874,53-4011.00,Locomotive Engineers,Foreign Language,1.23
56832,53-4011.00,Locomotive Engineers,Sales and Marketing,1.24
56858,53-4011.00,Locomotive Engineers,Biology,1.28
56862,53-4011.00,Locomotive Engineers,Sociology and Anthropology,1.28
56880,53-4011.00,Locomotive Engineers,Philosophy and Theology,1.37
56878,53-4011.00,Locomotive Engineers,History and Archeology,1.38
56846,53-4011.00,Locomotive Engineers,Design,1.43
56848,53-4011.00,Locomotive Engineers,Building and Construction,1.52
56866,53-4011.00,Locomotive Engineers,Medicine and Dentistry,1.57
56868,53-4011.00,Locomotive Engineers,Therapy and Counseling,1.61
56830,53-4011.00,Locomotive Engineers,Economics and Accounting,1.62
56838,53-4011.00,Locomotive Engineers,Production and Processing,1.77
56856,53-4011.00,Locomotive Engineers,Chemistry,1.77
56860,53-4011.00,Locomotive Engineers,Psychology,1.83
56888,53-4011.00,Locomotive Engineers,Communications and Media,1.94
56854,53-4011.00,Locomotive Engineers,Physics,1.95
56828,53-4011.00,Locomotive Engineers,Administrative,2.07
56844,53-4011.00,Locomotive Engineers,Engineering and Technology,2.11
56852,53-4011.00,Locomotive Engineers,Mathematics,2.19
56836,53-4011.00,Locomotive Engineers,Personnel and Human Resources,2.23
56864,53-4011.00,Locomotive Engineers,Geography,2.26
56842,53-4011.00,Locomotive Engineers,Computers and Electronics,2.31
56886,53-4011.00,Locomotive Engineers,Telecommunications,2.41
56884,53-4011.00,Locomotive Engineers,Law and Government,2.44
56826,53-4011.00,Locomotive Engineers,Administration and Management,2.79
56850,53-4011.00,Locomotive Engineers,Mechanical,2.99
56834,53-4011.00,Locomotive Engineers,Customer and Personal Service,3.02
56870,53-4011.00,Locomotive Engineers,Education and Training,3.32
56872,53-4011.00,Locomotive Engineers,English Language,3.33
56882,53-4011.00,Locomotive Engineers,Public Safety and Security,3.62
56890,53-4011.00,Locomotive Engineers,Transportation,4.46
56942,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Fine Arts,1.01
56944,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",History and Archeology,1.1
56924,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Biology,1.13
56940,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Foreign Language,1.14
56946,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Philosophy and Theology,1.18
56906,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Food Production,1.19
56928,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Sociology and Anthropology,1.22
56934,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Therapy and Counseling,1.25
56922,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Chemistry,1.27
56932,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Medicine and Dentistry,1.32
56912,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Design,1.49
56914,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Building and Construction,1.61
56926,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Psychology,1.63
56904,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Production and Processing,1.85
56896,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Economics and Accounting,1.86
56920,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Physics,1.87
56898,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Sales and Marketing,2.02
56954,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Communications and Media,2.02
56902,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Personnel and Human Resources,2.09
56930,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Geography,2.17
56910,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Engineering and Technology,2.25
56908,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Computers and Electronics,2.3
56952,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Telecommunications,2.31
56918,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Mathematics,2.37
56950,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Law and Government,2.64
56894,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Administrative,2.95
56936,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Education and Training,2.96
56900,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Customer and Personal Service,3.01
56938,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",English Language,3.1
56916,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Mechanical,3.14
56892,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Administration and Management,3.22
56948,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Public Safety and Security,3.64
56956,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Transportation,4.15
57008,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Fine Arts,1.04
56972,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Food Production,1.06
57012,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Philosophy and Theology,1.08
57006,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Foreign Language,1.14
57010,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",History and Archeology,1.14
56990,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Biology,1.16
56994,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Sociology and Anthropology,1.31
56962,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Economics and Accounting,1.32
56978,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Design,1.32
56998,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Medicine and Dentistry,1.33
57000,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Therapy and Counseling,1.33
56980,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Building and Construction,1.35
56964,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Sales and Marketing,1.43
56988,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Chemistry,1.51
56970,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Production and Processing,1.6
56996,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Geography,1.85
57020,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Communications and Media,1.88
56968,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Personnel and Human Resources,1.92
56960,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Administrative,1.94
56976,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Engineering and Technology,1.95
56974,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Computers and Electronics,2.01
56986,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Physics,2.02
56958,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Administration and Management,2.13
